name,description_semantique,ingredients,instructions,category,difficulty,prep_time,taste_profile
Shanghai Vintage,Decouvrez ce cocktail elegant ou le Tequila reposado rencontre le Jus d'ananas dans une danse de saveurs. Sirop de gingembre apporte la touche finale. Notes dominantes de vanille avec une finale veloutee.,"[""50ml Tequila reposado"", ""45ml Jus d'ananas"", ""20ml Sirop de gingembre"", ""Lamelle de gingembre"", ""Sel de celeri""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Modern,Moyen,5,"{""Douceur"": 3.3, ""Acidite"": 1.5, ""Amertume"": 3.4, ""Force"": 3.7, ""Fraicheur"": 1.6}"
Flame de Barcelona,Laissez-vous seduire par ce convivial cocktail ou Mezcal s'allie au Jus d'orange. Une pointe de Benedictine revele des saveurs subtiles. Sensation chaleureuse avec des accents de fume.,"[""60ml Mezcal"", ""60ml Jus d'orange"", ""15ml Benedictine"", ""Zeste de citron"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec zeste de citron,Refreshing,Facile,6,"{""Douceur"": 3.6, ""Acidite"": 1.8, ""Amertume"": 3.1, ""Force"": 4.2, ""Fraicheur"": 4.1}"
Jamaica Spritz,"Un rafraichissant voyage sensoriel avec Tequila blanco comme guide, Cola comme compagnon et Blue Curacao comme destination. Equilibre parfait entre citrus et orange bleue.","[""60ml Tequila blanco"", ""30ml Cola"", ""20ml Blue Curacao"", ""Olive verte"", ""Eau petillante""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Modern,Facile,8,"{""Douceur"": 4.6, ""Acidite"": 2.1, ""Amertume"": 1.6, ""Force"": 4.6, ""Fraicheur"": 4.4}"
Barcelona Aztec,"Un cocktail rafraichissant a base de Cognac, melange avec Jus de raisin et rehausse de Triple Sec. Palette aromatique riche en chene et chene. Parfait pour les celebrations.","[""60ml Cognac"", ""90ml Jus de raisin"", ""20ml Triple Sec"", ""Zeste de citron"", ""Glacons"", ""Poivre noir""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec zeste de citron,Strong,Moyen,8,"{""Douceur"": 3.8, ""Acidite"": 1.5, ""Amertume"": 3.3, ""Force"": 4.1, ""Fraicheur"": 1.7}"
Heaven de Dublin,"Le Whisky bourbon prend vie dans ce cocktail tropical, marie au Jus de raisin et sublime par Amaretto. Equilibre parfait entre vanille et fruit. Une rafraichissant decouverte.","[""60ml Whisky bourbon"", ""60ml Jus de raisin"", ""20ml Amaretto"", ""Olive verte"", ""Glacons"", ""Eau petillante""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Tropical,Moyen,5,"{""Douceur"": 3.9, ""Acidite"": 1.6, ""Amertume"": 2.6, ""Force"": 4.2, ""Fraicheur"": 2.9}"
Sweet Soul,"Brandy forme la base de ce cocktail delicat, enrichi par Lait de coco et Benedictine. Palette aromatique riche en chaleureux et rond. Une experience delicieuse a chaque gorgee.","[""60ml Brandy"", ""90ml Lait de coco"", ""25ml Benedictine"", ""Zeste de pamplemousse"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec zeste de pamplemousse,Tropical,Moyen,5,"{""Douceur"": 3.4, ""Acidite"": 1.5, ""Amertume"": 1.5, ""Force"": 3.9, ""Fraicheur"": 2.4}"
Mumbai Crisp,"Mezcal forme la base de ce cocktail complexe, enrichi par Jus de pamplemousse et Sirop d'orgeat. Profil gustatif marque par terreux et une touche de amande fleur. Une experience unique a chaque gorgee.","[""60ml Mezcal"", ""60ml Jus de pamplemousse"", ""20ml Sirop d'orgeat"", ""Cerise au marasquin"", ""Glacons"", ""Sel de celeri""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec cerise au marasquin,Refreshing,Difficile,7,"{""Douceur"": 3.0, ""Acidite"": 2.5, ""Amertume"": 3.1, ""Force"": 5.0, ""Fraicheur"": 2.2}"
Heaven de Cape Town,Decouvrez ce cocktail rafraichissant ou le Vodka rencontre le Lait de coco dans une danse de saveurs. Cointreau apporte la touche finale. Palette aromatique riche en creamy et pur.,"[""45ml Vodka"", ""30ml Lait de coco"", ""25ml Cointreau"", ""Quartier de fraise"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Aperitif,Difficile,4,"{""Douceur"": 2.5, ""Acidite"": 1.5, ""Amertume"": 3.0, ""Force"": 4.2, ""Fraicheur"": 3.2}"
Sunrise Night,"Un cocktail sophistique a base de Cognac, melange avec Soda et rehausse de Sirop d'orgeat. Sensation complexe avec des accents de fruit sec. Parfait pour les retrouvailles.","[""50ml Cognac"", ""30ml Soda"", ""15ml Sirop d'orgeat"", ""Quartier de pamplemousse""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Classic,Moyen,6,"{""Douceur"": 3.1, ""Acidite"": 1.5, ""Amertume"": 1.6, ""Force"": 4.4, ""Fraicheur"": 2.7}"
Breeze de Marrakech,Cocktail aperitif equilibre celebrant Whisky scotch dans toute sa splendeur. Eau de rose et Sirop de grenadine completent l'ensemble. Notes dominantes de malt avec une finale veloutee.,"[""50ml Whisky scotch"", ""30ml Eau de rose"", ""15ml Sirop de grenadine"", ""Quartier de fraise"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Aperitif,Moyen,5,"{""Douceur"": 3.9, ""Acidite"": 1.5, ""Amertume"": 3.0, ""Force"": 4.6, ""Fraicheur"": 1.7}"
Night de Miami,"Ce cocktail harmonieux revisite les classiques avec Whisky bourbon, Jus de grenade et Chartreuse verte. Attaque franche suivie de notes de chene. Une experience sensorielle.","[""50ml Whisky bourbon"", ""90ml Jus de grenade"", ""20ml Chartreuse verte"", ""Olive verte"", ""Glacons""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Aperitif,Moyen,6,"{""Douceur"": 3.7, ""Acidite"": 2.6, ""Amertume"": 3.4, ""Force"": 4.2, ""Fraicheur"": 3.3}"
Rio Exotic,Cocktail tropical intense celebrant Mezcal dans toute sa splendeur. Nectar de peche et Sirop simple completent l'ensemble. Sensation complexe avec des accents de agave.,"[""45ml Mezcal"", ""30ml Nectar de peche"", ""20ml Sirop simple"", ""Tranche d'ananas"", ""Glacons"", ""Sucre de canne""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec tranche d'ananas,Tropical,Facile,3,"{""Douceur"": 4.2, ""Acidite"": 1.5, ""Amertume"": 2.6, ""Force"": 4.8, ""Fraicheur"": 1.7}"
The Persian Garden,Ce cocktail aperitif met en valeur le Rhum blanc accompagne de Jus de citron vert frais. Sirop de gingembre apporte une touche d'originalite. Bouquet de leger evoluant vers tropical.,"[""60ml Rhum blanc"", ""60ml Jus de citron vert"", ""15ml Sirop de gingembre"", ""Quartier de pamplemousse""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Aperitif,Moyen,5,"{""Douceur"": 2.8, ""Acidite"": 3.9, ""Amertume"": 2.7, ""Force"": 4.4, ""Fraicheur"": 3.1}"
The Frozen Shadow,Un melange audacieux et harmonieux de Rhum brun avec Tonic water. Le Miel liquide ajoute une dimension sensorielle. Bouquet de profond evoluant vers miel floral. Recommande pour les soirees elegantes.,"[""45ml Rhum brun"", ""45ml Tonic water"", ""15ml Miel liquide"", ""Noix de muscade rapee"", ""Glacons"", ""Eau petillante""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Tropical,Difficile,6,"{""Douceur"": 3.6, ""Acidite"": 1.5, ""Amertume"": 2.5, ""Force"": 4.9, ""Fraicheur"": 2.9}"
Desire de Santorini,Cocktail tropical complexe celebrant Mezcal dans toute sa splendeur. Jus d'orange et Creme de menthe completent l'ensemble. Notes dominantes de agave avec une finale fraiche.,"[""50ml Mezcal"", ""30ml Jus d'orange"", ""25ml Creme de menthe"", ""Quartier de fraise"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Tropical,Facile,5,"{""Douceur"": 4.4, ""Acidite"": 2.1, ""Amertume"": 2.1, ""Force"": 5.0, ""Fraicheur"": 3.7}"
Jamaica Fresh,Un melange convivial et intense de Whisky scotch avec Jus de grenade. Le Chambord ajoute une dimension aromatique. Palette aromatique riche en fume et framboise. Recommande pour les diners romantiques.,"[""45ml Whisky scotch"", ""30ml Jus de grenade"", ""30ml Chambord"", ""Lamelle de gingembre""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Classic,Facile,7,"{""Douceur"": 3.9, ""Acidite"": 2.5, ""Amertume"": 2.5, ""Force"": 4.7, ""Fraicheur"": 1.9}"
Hong Kong Smash,Ce cocktail aperitif met en valeur le Whisky bourbon accompagne de Ginger ale frais. Amaretto apporte une touche d'originalite. Bouquet de caramel evoluant vers amande.,"[""60ml Whisky bourbon"", ""90ml Ginger ale"", ""20ml Amaretto"", ""Rondelle de citron vert""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec rondelle de citron vert,Aperitif,Difficile,6,"{""Douceur"": 4.6, ""Acidite"": 1.5, ""Amertume"": 1.6, ""Force"": 4.9, ""Fraicheur"": 2.7}"
Pacific Flame,Laissez-vous seduire par ce elegant cocktail ou Whisky irlandais s'allie au Puree de fraise. Une pointe de Malibu revele des saveurs subtiles. Palette aromatique riche en miel et cereale.,"[""60ml Whisky irlandais"", ""60ml Puree de fraise"", ""25ml Malibu"", ""Fleur comestible"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Tiki,Difficile,7,"{""Douceur"": 3.3, ""Acidite"": 1.5, ""Amertume"": 2.6, ""Force"": 4.6, ""Fraicheur"": 3.2}"
Pacific Fog,"Un sophistique voyage sensoriel avec Rhum brun comme guide, Jus de citron vert comme compagnon et Creme de menthe comme destination. Attaque franche suivie de notes de melasse.","[""50ml Rhum brun"", ""45ml Jus de citron vert"", ""25ml Creme de menthe"", ""Zeste de pamplemousse""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec zeste de pamplemousse,Modern,Moyen,7,"{""Douceur"": 3.0, ""Acidite"": 3.8, ""Amertume"": 2.3, ""Force"": 3.8, ""Fraicheur"": 4.1}"
The Exotic Evening,Le caractere du Tequila reposado s'exprime pleinement avec Jus d'orange et Creme de menthe dans ce cocktail refreshing. Palette aromatique riche en vanille et citrus. Moment d'exception.,"[""60ml Tequila reposado"", ""45ml Jus d'orange"", ""30ml Creme de menthe"", ""Rondelle de citron vert"", ""Glacons"", ""Poivre noir""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec rondelle de citron vert,Refreshing,Moyen,7,"{""Douceur"": 4.1, ""Acidite"": 2.1, ""Amertume"": 2.4, ""Force"": 4.3, ""Fraicheur"": 2.1}"
The Nordic Mind,"Le Whisky scotch prend vie dans ce cocktail modern, marie au Jus de grenade et sublime par Sirop de gingembre. Complexite gustative revelant fume puis malt. Une convivial decouverte.","[""60ml Whisky scotch"", ""60ml Jus de grenade"", ""20ml Sirop de gingembre"", ""Rondelle de citron vert"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec rondelle de citron vert,Modern,Moyen,5,"{""Douceur"": 3.6, ""Acidite"": 2.2, ""Amertume"": 2.9, ""Force"": 4.8, ""Fraicheur"": 3.1}"
Bangkok Twisted,Un melange audacieux et delicat de Rhum blanc avec Jus de passion. Le Benedictine ajoute une dimension olfactive. Sensation chaleureuse avec des accents de tropical. Recommande pour les occasions speciales.,"[""60ml Rhum blanc"", ""90ml Jus de passion"", ""20ml Benedictine"", ""Lamelle de gingembre"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Tropical,Moyen,8,"{""Douceur"": 2.8, ""Acidite"": 2.2, ""Amertume"": 3.5, ""Force"": 4.3, ""Fraicheur"": 3.3}"
Golden Mind,Cocktail tiki intense celebrant Vodka dans toute sa splendeur. Ginger ale et Chartreuse verte completent l'ensemble. Palette aromatique riche en pur et herbes complexes.,"[""60ml Vodka"", ""45ml Ginger ale"", ""20ml Chartreuse verte"", ""Lamelle de gingembre""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Tiki,Moyen,4,"{""Douceur"": 2.7, ""Acidite"": 1.5, ""Amertume"": 2.7, ""Force"": 3.9, ""Fraicheur"": 3.6}"
Shadow de Barcelona,Decouvrez ce cocktail elegant ou le Gin rencontre le Jus de grenade dans une danse de saveurs. Chambord apporte la touche finale. Notes dominantes de genievre avec une finale persistante.,"[""60ml Gin"", ""90ml Jus de grenade"", ""25ml Chambord"", ""Noix de muscade rapee"", ""Glacons""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Digestif,Moyen,3,"{""Douceur"": 3.4, ""Acidite"": 2.5, ""Amertume"": 3.2, ""Force"": 4.2, ""Fraicheur"": 2.4}"
Passion de Vienna,Laissez-vous seduire par ce exotique cocktail ou Rhum ambre s'allie au Nectar de peche. Une pointe de Aperol revele des notes cachees. Sensation complexe avec des accents de caramel.,"[""45ml Rhum ambre"", ""45ml Nectar de peche"", ""20ml Aperol"", ""Baton de cannelle"", ""Glacons"", ""Sucre de canne""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Refreshing,Difficile,7,"{""Douceur"": 3.6, ""Acidite"": 1.5, ""Amertume"": 4.6, ""Force"": 4.4, ""Fraicheur"": 2.6}"
The Rustic Dream,Une creation elegant ou le Vodka dialogue avec Puree de framboise. Midori orchestre cette rencontre. Notes dominantes de berry avec une finale veloutee. Emotion pure garantie.,"[""60ml Vodka"", ""60ml Puree de framboise"", ""15ml Midori"", ""Baton de cannelle""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Aperitif,Moyen,5,"{""Douceur"": 3.3, ""Acidite"": 2.1, ""Amertume"": 2.0, ""Force"": 4.7, ""Fraicheur"": 3.4}"
Cuban Shadow,"Un rafraichissant voyage sensoriel avec Gin comme guide, Cola comme compagnon et Amaretto comme destination. Sensation rafraichissante avec des accents de agrumes.","[""60ml Gin"", ""60ml Cola"", ""20ml Amaretto"", ""Baton de cannelle"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Classic,Difficile,7,"{""Douceur"": 5.0, ""Acidite"": 2.1, ""Amertume"": 2.1, ""Force"": 4.3, ""Fraicheur"": 4.3}"
The Spicy Desire,Le caractere du Rhum blanc s'exprime pleinement avec Jus de pomme et Triple Sec dans ce cocktail digestif. Notes dominantes de canne avec une finale epicee. Moment de partage.,"[""50ml Rhum blanc"", ""30ml Jus de pomme"", ""30ml Triple Sec"", ""Zeste de citron""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec zeste de citron,Digestif,Difficile,6,"{""Douceur"": 4.1, ""Acidite"": 1.9, ""Amertume"": 2.7, ""Force"": 4.6, ""Fraicheur"": 3.0}"
The Mystic Lightning,Une creation elegant ou le Tequila reposado dialogue avec Jus de mangue. Chambord orchestre cette rencontre. Bouquet de agave evoluant vers boise. Emotion pure garantie.,"[""50ml Tequila reposado"", ""60ml Jus de mangue"", ""15ml Chambord"", ""Olive verte"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Digestif,Facile,5,"{""Douceur"": 4.7, ""Acidite"": 1.5, ""Amertume"": 3.2, ""Force"": 4.4, ""Fraicheur"": 1.8}"
Paris Cuban,Decouvrez ce cocktail convivial ou le Whisky bourbon rencontre le Jus d'ananas dans une danse de saveurs. Benedictine apporte la touche finale. Complexite gustative revelant chene puis chene.,"[""60ml Whisky bourbon"", ""30ml Jus d'ananas"", ""25ml Benedictine"", ""Zeste de pamplemousse"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec zeste de pamplemousse,Aperitif,Difficile,8,"{""Douceur"": 3.7, ""Acidite"": 1.5, ""Amertume"": 3.3, ""Force"": 4.1, ""Fraicheur"": 2.2}"
The Crisp Escape,Decouvrez ce cocktail elegant ou le Rhum brun rencontre le Jus de citron jaune dans une danse de saveurs. Creme de menthe apporte la touche finale. Attaque vive suivie de notes de profond.,"[""60ml Rhum brun"", ""30ml Jus de citron jaune"", ""20ml Creme de menthe"", ""Tranche d'ananas""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec tranche d'ananas,Tropical,Moyen,7,"{""Douceur"": 2.9, ""Acidite"": 3.3, ""Amertume"": 2.5, ""Force"": 5.0, ""Fraicheur"": 3.4}"
Root de Maui,"Rhum ambre forme la base de ce cocktail subtil, enrichi par Jus de passion et Chartreuse verte. Equilibre parfait entre vanille et boise. Une experience exceptionnelle a chaque gorgee.","[""45ml Rhum ambre"", ""90ml Jus de passion"", ""20ml Chartreuse verte"", ""Branche de romarin""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec branche de romarin",Tropical,Facile,5,"{""Douceur"": 3.1, ""Acidite"": 2.3, ""Amertume"": 2.4, ""Force"": 4.0, ""Fraicheur"": 2.4}"
Smooth Dusk,Un melange elegant et equilibre de Mezcal avec Jus de mangue. Le Campari ajoute une dimension sensorielle. Bouquet de agave evoluant vers amer herbes. Recommande pour les brunchs du weekend.,"[""50ml Mezcal"", ""30ml Jus de mangue"", ""20ml Campari"", ""Rondelle d'orange"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec rondelle d'orange,Aperitif,Difficile,6,"{""Douceur"": 3.0, ""Acidite"": 1.5, ""Amertume"": 3.8, ""Force"": 4.1, ""Fraicheur"": 1.8}"
Melbourne Aztec,Une creation elegant ou le Tequila blanco dialogue avec Jus d'ananas. Sirop de gingembre orchestre cette rencontre. Sensation rafraichissante avec des accents de agave. Emotion intense garantie.,"[""45ml Tequila blanco"", ""60ml Jus d'ananas"", ""30ml Sirop de gingembre"", ""Feuilles de menthe"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec feuilles de menthe,Refreshing,Facile,6,"{""Douceur"": 4.5, ""Acidite"": 1.7, ""Amertume"": 2.5, ""Force"": 4.3, ""Fraicheur"": 2.9}"
The Aromatic Nectar,Harmonie exotique entre Vodka vigoureux et Puree de fraise delicat. Campari ajoute une touche finale. Bouquet de neutre evoluant vers pur. Pour les amateurs de experiences uniques.,"[""45ml Vodka"", ""60ml Puree de fraise"", ""20ml Campari"", ""Feuilles de menthe"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec feuilles de menthe,Digestif,Moyen,9,"{""Douceur"": 2.8, ""Acidite"": 1.6, ""Amertume"": 4.2, ""Force"": 4.3, ""Fraicheur"": 1.6}"
Bloom de Brooklyn,"Ce aperitif delicat combine harmonieusement Vodka et Jus d'orange, avec une touche de Malibu. Bouquet de neutre evoluant vers pur. Ideal pour un aperitif convivial.","[""50ml Vodka"", ""30ml Jus d'orange"", ""25ml Malibu"", ""Quartier de fraise"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Aperitif,Facile,7,"{""Douceur"": 3.6, ""Acidite"": 1.9, ""Amertume"": 3.0, ""Force"": 4.8, ""Fraicheur"": 3.9}"
The Sweet Dream,"Un cocktail convivial a base de Whisky scotch, melange avec Jus de raisin et rehausse de Cointreau. Sensation elegante avec des accents de tourbe. Parfait pour les occasions speciales.","[""50ml Whisky scotch"", ""45ml Jus de raisin"", ""15ml Cointreau"", ""Fleur comestible"", ""Glacons""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Refreshing,Difficile,6,"{""Douceur"": 3.4, ""Acidite"": 1.6, ""Amertume"": 3.5, ""Force"": 4.3, ""Fraicheur"": 1.9}"
Capri Atlantic,Creation harmonieux associant Pisco et Jus de grenade avec elegance. Sirop simple complete ce tableau gustatif. Notes dominantes de floral avec une finale veloutee. Pour les connaisseurs.,"[""45ml Pisco"", ""30ml Jus de grenade"", ""30ml Sirop simple"", ""Tranche d'ananas"", ""Glacons""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec tranche d'ananas,Modern,Difficile,4,"{""Douceur"": 4.7, ""Acidite"": 2.4, ""Amertume"": 2.1, ""Force"": 4.3, ""Fraicheur"": 2.4}"
Cape Town Brazilian,Un melange convivial et subtil de Rhum ambre avec Jus de pamplemousse. Le Sirop de gingembre ajoute une dimension sensorielle. Complexite gustative revelant caramel puis boise. Recommande pour les afterworks.,"[""45ml Rhum ambre"", ""90ml Jus de pamplemousse"", ""25ml Sirop de gingembre"", ""Branche de romarin"", ""Glacons"", ""Poivre noir""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec branche de romarin,Digestif,Facile,4,"{""Douceur"": 3.3, ""Acidite"": 2.8, ""Amertume"": 2.0, ""Force"": 4.1, ""Fraicheur"": 3.9}"
The Smooth Mirage,Une creation audacieux ou le Rhum blanc dialogue avec Puree de fraise. Miel liquide orchestre cette rencontre. Palette aromatique riche en canne et miel floral. Emotion subtile garantie.,"[""45ml Rhum blanc"", ""90ml Puree de fraise"", ""15ml Miel liquide"", ""Branche de romarin"", ""Sucre de canne""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec branche de romarin,Tropical,Facile,6,"{""Douceur"": 4.6, ""Acidite"": 1.7, ""Amertume"": 3.2, ""Force"": 3.6, ""Fraicheur"": 2.2}"
Golden Petal,Harmonie exotique entre Mezcal vigoureux et Puree de fraise delicat. Malibu ajoute l'accord ideal. Notes dominantes de terreux avec une finale persistante. Pour les amateurs de cocktails complexes.,"[""45ml Mezcal"", ""90ml Puree de fraise"", ""30ml Malibu"", ""Zeste de pamplemousse"", ""Glacons"", ""Poivre noir""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir avec zeste de pamplemousse",Tiki,Moyen,6,"{""Douceur"": 4.6, ""Acidite"": 1.6, ""Amertume"": 2.9, ""Force"": 4.6, ""Fraicheur"": 3.5}"
The Classic Lightning,"Un elegant voyage sensoriel avec Tequila reposado comme guide, Jus de raisin comme compagnon et Malibu comme destination. Notes dominantes de agave avec une finale veloutee.","[""45ml Tequila reposado"", ""90ml Jus de raisin"", ""30ml Malibu"", ""Fleur comestible""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Tiki,Moyen,6,"{""Douceur"": 3.7, ""Acidite"": 1.6, ""Amertume"": 3.1, ""Force"": 4.5, ""Fraicheur"": 2.6}"
The Twisted Oasis,Decouvrez ce cocktail sophistique ou le Rhum blanc rencontre le Jus de grenade dans une danse de saveurs. Kahlua apporte la touche finale. Sensation complexe avec des accents de tropical.,"[""45ml Rhum blanc"", ""45ml Jus de grenade"", ""25ml Kahlua"", ""Rondelle d'orange"", ""Glacons""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir avec rondelle d'orange,Tiki,Moyen,5,"{""Douceur"": 4.4, ""Acidite"": 2.5, ""Amertume"": 3.5, ""Force"": 3.9, ""Fraicheur"": 2.7}"
Singapore Crisp,Une creation audacieux ou le Rhum ambre dialogue avec Jus d'ananas. Blue Curacao orchestre cette rencontre. Equilibre parfait entre caramel et orange bleue. Emotion subtile garantie.,"[""60ml Rhum ambre"", ""30ml Jus d'ananas"", ""20ml Blue Curacao"", ""Lamelle de gingembre"", ""Sucre de canne""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Tropical,Moyen,5,"{""Douceur"": 4.2, ""Acidite"": 1.7, ""Amertume"": 2.5, ""Force"": 3.9, ""Fraicheur"": 3.4}"
Monaco Smash,"Un exotique voyage sensoriel avec Brandy comme guide, Jus d'orange comme compagnon et Kahlua comme destination. Complexite gustative revelant chaleureux puis chaleureux.","[""50ml Brandy"", ""30ml Jus d'orange"", ""15ml Kahlua"", ""Branche de romarin"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec branche de romarin,Digestif,Facile,8,"{""Douceur"": 4.0, ""Acidite"": 2.0, ""Amertume"": 2.5, ""Force"": 3.5, ""Fraicheur"": 3.5}"
